cbsa,geoid,msa,STATE,January_2021_LaborForce,January_2021_URate,NUMBER_AIRPORTS,AIRPORT,CODE,NS_DOMESTIC,NS_INTERNATIONAL,NS_TOTAL,Avg. Local Sales Tax,State Sales Tax,Total Sales Tax,Property Tax per Capita,Property Tax Rank,Property Tax Throw Back,Taxable Wages Rate,New Employers Rate,Taxable Wage Base,Payroll Tax Notes,Individual Tax Rate,Individual Tax Brackets,Graduated Individual Tax,Franchise Tax Rate,Corporate Tax Rate,Corporate Tax Brackets,Graduated Corporate Tax,STATE_CODB,Fortune 500,Fortune 1000,HOUSING_PERMITS1,HOUSING_PERMITS2,PERMIT_CHANGE,SCORE,TOTPOP_CY,TOTPOP_FY,POP_ANNUAL_GROWTH,MEDAGE_CY,MEDHHINC_CY,HOME_VALUE,COLLEGE_DEGREE,DIV_INDEX,URBAN_AREA,COMP_INDEX,GROCERY,HOUSING,UTILITIES,TRANSPORTATION,HEALTH_CARE,MISC,APT_RENT,PHYSICAL_SCIENCES_ENROLLMENT,BIO_LIFE_ENROLLMENT,BUSINESS_MGMT_ENROLLMENT,EDUCATION_ENROLLMENT,ENGINEERING_ENROLLMENT,LAW_ENROLLMENT,MEDICINE_ENROLLMENT,ENROLLMENT,COMPLETIONS,NUMBER_OF_COLLEGES,MSA_CODB,UNIT_LABOR_COST,ENERGY_COST,STATE_LOCAL_TAX,OFFICE_RENT,JAN_RAIN,JAN_SNOW,JAN_TEMP_MAX,JAN_TEMP_MIN,JULY_RAIN,JULY_SNOW,JULY_TEMP_MAX,JULY_TEMP_MIN,geometry
40980,2640980,"Saginaw, MI",MI,84181.0,8.1,0,None,None,0,0,0,0.0,6.0,6.0,1416.0,28.0,No,0.06 - 10.30%,2.7,9000.0,,4.25,1.0,No,"""Financial institutions: 0.29% of net capital.""",6.0,1.0,No,106.0,0.0,0.0,179.0,31.0,-0.827,,195526.0,192759.0,-0.28,41.0,49814.0,124576.0,0.224,51.9,,,,,,,,,,,,,,,,,9491.0,1858.0,2.0,106.0,121.0,118.0,103.0,56.0,1.8,11.8,29.0,15.0,2.8,0.0,82.0,61.0,POINT (9.087475004929171 5.206112908992301)
41420,4141420,"Salem, OR",OR,205072.0,6.7,0,None,None,0,0,0,0.0,0.0,0.0,1487.0,27.0,Yes,0.70 - 5.40%,2.1,42100.0,Includes special payroll tax offset: 0.09%,9.9,4.0,Yes,No entity-level tax measured by net worth/capital value.,7.6,2.0,Yes,102.0,0.0,0.0,1168.0,711.0,-0.391,100.0,437048.0,460118.0,1.03,37.0,58584.0,294700.0,0.259,63.9,,,,,,,,,,169.0,310.0,1120.0,1222.0,0.0,339.0,0.0,26800.0,3843.0,6.0,98.0,115.0,91.0,92.0,71.0,10.4,3.6,46.0,34.0,0.6,0.0,79.0,52.0,POINT (-18.309087817788 8.883255177501709)
41500,0641500,"Salinas, CA",CA,202761.0,11.2,0,None,None,0,0,0,1.41,7.25,8.66,1607.0,20.0,Yes,1.50 - 6.20%,3.4,7000.0,Plus 0.1% employment training tax assessed on most employers,13.3,10.0,Yes,No entity-level tax measured by net worth/capital value.,8.84,1.0,No,112.0,0.0,0.0,571.0,244.0,-0.573,55.0,428752.0,434532.0,0.27,34.0,72652.0,613627.0,0.261,84.9,,,,,,,,,,71.0,672.0,1499.0,268.0,944.0,0.0,0.0,45454.0,6057.0,8.0,134.0,114.0,210.0,97.0,100.0,4.3,0.0,60.0,40.0,0.0,0.0,76.0,53.0,POINT (-19.52098513322542 0.191075680585093)
41540,1041540,"Salisbury, MD-DE",MD,,,0,None,None,0,0,0,0.0,6.0,6.0,1623.0,18.0,No,0.30 - 7.50%,2.6,8500.0,,5.75,8.0,Yes,No entity-level tax measured by net worth/capital value.,8.25,1.0,No,102.0,0.0,0.0,3271.0,3344.0,0.022,,434314.0,463773.0,1.32,45.0,57705.0,249686.0,0.272,50.5,Sussex County DE,104.5,116.3,97.7,96.5,105.0,98.3,108.1,1256.0,307.0,1122.0,1946.0,1297.0,147.0,0.0,0.0,17041.0,3192.0,4.0,87.0,90.0,106.0,85.0,59.0,3.6,3.3,45.0,27.0,4.3,0.0,87.0,68.0,POINT (16.26738581866942 1.410597350964867)
41620,4941620,"Salt Lake City, UT",UT,681253.0,3.5,1,Salt Lake City,SLC,88,11,99,1.08,6.1,7.18,1037.0,37.0,Yes,0.10 - 7.10%,,36600.0,Includes 0.1% social cost factor,4.95,1.0,No,No entity-level tax measured by net worth/capital value.,4.95,1.0,No,98.0,0.0,1.0,5391.0,4774.0,-0.114,69.0,1277854.0,1376624.0,1.5,33.0,76256.0,338751.0,0.362,55.8,Salt Lake City UT,102.2,99.8,106.2,90.2,113.0,99.3,100.7,1164.0,1261.0,1584.0,29370.0,14708.0,3601.0,350.0,370.0,281381.0,48850.0,16.0,92.0,100.0,83.0,94.0,83.0,2.0,21.2,37.0,19.0,1.0,0.0,88.0,60.0,POINT (-12.29554152533894 2.929258691602354)
41660,4841660,"San Angelo, TX",TX,54308.0,6.4,0,None,None,0,0,0,1.94,6.25,8.19,1872.0,13.0,,0.31 - 6.31%,2.7,9000.0,,0.0,1.0,No,"Revised franchise tax, otherwise known as margin tax, on total revenues.",0.0,1.0,No,92.0,0.0,0.0,262.0,283.0,0.08,,120953.0,124371.0,0.56,36.0,52928.0,160107.0,0.253,67.6,,,,,,,,,,291.0,311.0,751.0,492.0,0.0,0.0,0.0,11737.0,1707.0,2.0,94.0,108.0,95.0,80.0,67.0,0.9,0.9,59.0,31.0,1.5,0.0,95.0,70.0,POINT (-3.588329792351611 -7.152980943394721)
41700,4841700,"San Antonio-New Braunfels, TX",TX,1205823.0,6.6,1,San Antonio,SAT,36,4,40,1.94,6.25,8.19,1872.0,13.0,,0.31 - 6.31%,2.7,9000.0,,0.0,1.0,No,"Revised franchise tax, otherwise known as margin tax, on total revenues.",0.0,1.0,No,92.0,3.0,5.0,8013.0,9129.0,0.139,95.0,2570955.0,2788290.0,1.64,36.0,57259.0,194397.0,0.293,72.7,,,,,,,,,,958.0,3884.0,9785.0,3336.0,3494.0,833.0,860.0,180445.0,25542.0,30.0,91.0,95.0,95.0,80.0,80.0,1.8,0.3,63.0,39.0,2.8,0.0,94.0,73.0,POINT (-1.802822059251092 -9.263084414109571)
41740,0641740,"San Diego-Carlsbad, CA",CA,1517284.0,8.1,1,San Diego,SAN,61,8,69,1.41,7.25,8.66,1607.0,20.0,Yes,1.50 - 6.20%,3.4,7000.0,Plus 0.1% employment training tax assessed on most employers,13.3,10.0,Yes,No entity-level tax measured by net worth/capital value.,8.84,1.0,No,112.0,2.0,7.0,3489.0,3023.0,-0.134,100.0,3318139.0,3418265.0,0.6,36.0,80917.0,606508.0,0.4,78.7,San Diego CA,142.9,114.4,212.0,125.8,136.1,108.3,110.4,2351.0,2953.0,10600.0,35592.0,17027.0,10419.0,2420.0,501.0,,,,134.0,99.0,218.0,97.0,122.0,3.0,0.6,65.0,41.0,0.2,0.0,86.0,61.0,POINT (-16.70265664342985 -3.837140608448283)
41860,0641860,"San Francisco-Oakland-Hayward, CA",CA,2421063.0,6.7,2,"San Francisco, Oakland",SFO/OAK,130,65,195,1.41,7.25,8.66,1607.0,20.0,Yes,1.50 - 6.20%,3.4,7000.0,Plus 0.1% employment training tax assessed on most employers,13.3,10.0,Yes,No entity-level tax measured by net worth/capital value.,8.84,1.0,No,112.0,18.0,35.0,4048.0,4058.0,0.002,100.0,4652663.0,4803464.0,0.64,40.0,110994.0,917418.0,0.506,79.7,San Francisco CA,194.0,130.5,357.1,137.9,148.3,124.7,125.9,4098.0,2547.0,7495.0,18066.0,4468.0,6526.0,2894.0,664.0,,,,169.0,106.0,210.0,97.0,279.0,3.7,0.0,57.0,41.0,0.0,0.0,82.0,57.0,POINT (-19.84117767186695 1.887813181830327)
41940,0641940,"San Jose-Sunnyvale-Santa Clara, CA",CA,1035396.0,5.8,1,San Jose,SJC,41,9,50,1.41,7.25,8.66,1607.0,20.0,Yes,1.50 - 6.20%,3.4,7000.0,Plus 0.1% employment training tax assessed on most employers,13.3,10.0,Yes,No entity-level tax measured by net worth/capital value.,8.84,1.0,No,112.0,19.0,38.0,2466.0,2565.0,0.04,100.0,1984930.0,2052591.0,0.67,38.0,125772.0,1075572.0,0.523,80.7,,,,,,,,,,1366.0,2344.0,8957.0,1939.0,12376.0,1177.0,450.0,196725.0,25710.0,18.0,147.0,102.0,210.0,97.0,191.0,3.6,0.4,58.0,38.0,0.0,0.0,84.0,55.0,POINT (-19.39481651759785 0.858313113294188)
42020,0642020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",CA,131091.0,6.7,0,None,None,0,0,0,1.41,7.25,8.66,1607.0,20.0,Yes,1.50 - 6.20%,3.4,7000.0,Plus 0.1% employment training tax assessed on most employers,13.3,10.0,Yes,No entity-level tax measured by net worth/capital value.,8.84,1.0,No,112.0,0.0,0.0,692.0,339.0,-0.51,,285549.0,293916.0,0.58,41.0,73808.0,618512.0,0.362,58.1,,,,,,,,,,451.0,1144.0,2207.0,567.0,5946.0,0.0,0.0,,,,123.0,97.0,210.0,97.0,86.0,3.5,0.0,61.0,40.0,0.0,0.0,79.0,54.0,POINT (-19.07862760916136 -0.817898510671637)
42100,0642100,"Santa Cruz-Watsonville, CA",CA,128542.0,8.6,0,None,None,0,0,0,1.41,7.25,8.66,1607.0,20.0,Yes,1.50 - 6.20%,3.4,7000.0,Plus 0.1% employment training tax assessed on most employers,13.3,10.0,Yes,No entity-level tax measured by net worth/capital value.,8.84,1.0,No,112.0,0.0,1.0,238.0,128.0,-0.462,,270370.0,272389.0,0.15,38.0,89146.0,810369.0,0.419,73.2,,,,,,,,,,628.0,1621.0,509.0,110.0,510.0,0.0,0.0,37784.0,7288.0,4.0,134.0,103.0,210.0,97.0,125.0,6.9,0.0,62.0,39.0,0.0,0.0,77.0,53.0,POINT (-19.84741777116978 1.100310610679679)
42140,3542140,"Santa Fe, NM",NM,70668.0,8.6,0,None,None,0,0,0,2.69,5.13,7.82,792.0,47.0,Yes,0.33 - 5.40%,1.0,25800.0,*2019,4.9,4.0,Yes,$50 per tax year.,5.9,2.0,Yes,103.0,0.0,0.0,243.0,344.0,0.416,65.0,150818.0,154788.0,0.52,46.0,58860.0,297297.0,0.422,72.0,,,,,,,,,,0.0,0.0,17.0,0.0,0.0,0.0,0.0,8054.0,568.0,5.0,105.0,122.0,94.0,79.0,91.0,0.5,3.6,44.0,17.0,2.1,0.0,87.0,55.0,POINT (-7.570579578466493 -2.802011539793414)
42200,0642200,"Santa Maria-Santa Barbara, CA",CA,210552.0,7.7,0,None,None,0,0,0,1.41,7.25,8.66,1607.0,20.0,Yes,1.50 - 6.20%,3.4,7000.0,Plus 0.1% employment training tax assessed on most employers,13.3,10.0,Yes,No entity-level tax measured by net worth/capital value.,8.84,1.0,No,112.0,0.0,1.0,631.0,241.0,-0.618,,446904.0,457015.0,0.45,35.0,79394.0,627384.0,0.351,77.5,,,,,,,,,,1983.0,3519.0,726.0,442.0,1422.0,76.0,0.0,69751.0,12783.0,12.0,133.0,102.0,210.0,97.0,120.0,3.5,0.0,64.0,40.0,0.0,0.0,80.0,55.0,POINT (-18.96331411406997 -1.732658723616248)
42220,0642220,"Santa Rosa, CA",CA,233999.0,7.1,0,None,None,0,0,0,1.41,7.25,8.66,1607.0,20.0,Yes,1.50 - 6.20%,3.4,7000.0,Plus 0.1% employment training tax assessed on most employers,13.3,10.0,Yes,No entity-level tax measured by net worth/capital value.,8.84,1.0,No,112.0,0.0,1.0,3169.0,1993.0,-0.371,87.0,492485.0,496946.0,0.18,41.0,83165.0,622802.0,0.366,67.1,,,,,,,,,,192.0,612.0,1412.0,494.0,105.0,0.0,0.0,,,,130.0,105.0,210.0,97.0,99.0,7.8,0.0,57.0,39.0,0.0,0.0,86.0,53.0,POINT (-20.11697838883294 2.755611651564595)
42340,1342340,"Savannah, GA",GA,193661.0,5.2,1,Savannah,SAV,30,1,31,3.31,4.0,7.31,1161.0,33.0,No,0.04 - 7.56%,2.7,9500.0,Includes 0.06% administrative assessment except lowest and highest rates,5.75,6.0,Yes,"Graduated tax from minimum of $125 to maximum of $5,000 on net worth exceeding $100,000.",5.75,1.0,No,94.0,0.0,0.0,2080.0,2179.0,0.048,44.0,397564.0,423465.0,1.27,37.0,60369.0,220347.0,0.33,60.8,Savannah GA,88.8,93.8,64.6,95.7,99.5,108.0,99.0,905.0,243.0,1350.0,2969.0,945.0,0.0,118.0,0.0,39186.0,6800.0,7.0,86.0,102.0,87.0,80.0,51.0,3.7,0.0,60.0,39.0,5.6,0.0,92.0,73.0,POINT (12.82823857820125 -5.680496207559848)
42540,4242540,"Scranton-Wilkes-Barre-Hazleton, PA",PA,268778.0,9.7,0,None,None,0,0,0,0.34,6.0,6.34,1528.0,25.0,No,1.29 - 9.93%,3.69,10000.0,"Includes 5.4% surcharge, 0.00% interest tax factor and 0.50% additional contribution tax",3.07,1.0,No,No entity-level tax measured by net worth/capital value.,9.99,1.0,No,94.0,0.0,0.0,487.0,57.0,-0.883,,565719.0,565205.0,-0.02,44.0,53787.0,152543.0,0.261,42.8,Scranton PA,99.4,106.3,87.5,109.0,111.9,91.4,101.5,1323.0,238.0,1334.0,3883.0,2941.0,796.0,0.0,343.0,,,,90.0,98.0,106.0,98.0,50.0,2.4,14.2,33.0,19.0,3.8,0.0,82.0,61.0,POINT (15.33108779157105 4.219945090890626)
42660,5342660,"Seattle-Tacoma-Bellevue, WA",WA,2171728.0,6.7,1,Seattle/Tacoma,SEA,90,25,115,2.71,6.5,9.21,1498.0,26.0,,0.13 - 7.73%,,52700.0,Includes employment administrative fund and social cost surtaxes,0.0,1.0,No,No entity-level tax measured by net worth/capital value.,0.0,1.0,No,96.0,11.0,15.0,9134.0,8756.0,-0.041,100.0,4023384.0,4318045.0,1.42,38.0,91736.0,482175.0,0.444,62.9,Seattle WA,156.8,127.7,232.7,109.4,140.8,127.6,128.9,2680.0,1903.0,4022.0,12313.0,5133.0,6721.0,1315.0,968.0,265803.0,43297.0,47.0,105.0,97.0,107.0,89.0,126.0,8.9,11.7,45.0,33.0,1.5,0.0,74.0,52.0,POINT (-16.90178709394344 11.1994362532422)
42680,1242680,"Sebastian-Vero Beach, FL",FL,64843.0,5.0,0,None,None,0,0,0,0.0,6.0,7.05,1330.0,29.0,No,0.10 -5.40%,2.7,7000.0,,0.0,1.0,No,No entity-level tax measured by net worth/capital value.,4.46,1.0,No,104.0,0.0,0.0,1312.0,1143.0,-0.129,,161506.0,173343.0,1.42,53.0,57947.0,239078.0,0.303,47.0,Vero Beach-Indian River FL,97.7,102.4,83.3,115.4,100.4,110.7,100.1,1058.0,,,,,,,,,,,96.0,110.0,85.0,82.0,80.0,2.4,0.0,72.0,51.0,6.6,0.0,89.0,74.0,POINT (14.12173270790331 -9.902809816891153)
42700,1242700,"Sebring, FL",FL,35389.0,6.3,0,None,None,0,0,0,0.0,6.0,7.05,1330.0,29.0,No,0.10 -5.40%,2.7,7000.0,,0.0,1.0,No,No entity-level tax measured by net worth/capital value.,4.46,1.0,No,104.0,0.0,0.0,,,,,106407.0,110208.0,0.7,55.0,39411.0,121291.0,0.183,59.3,,,,,,,,,,0.0,0.0,192.0,20.0,0.0,0.0,0.0,,,,103.0,130.0,85.0,82.0,69.0,2.0,0.0,74.0,47.0,7.8,0.0,93.0,70.0,POINT (13.50218744015774 -10.3503625878994)
43100,5543100,"Sheboygan, WI",WI,61565.0,3.5,0,None,None,0,0,0,0.46,5.0,5.46,1655.0,14.0,Yes,0.00- 12.00%,,14000.0,Includes solvency surtax,7.65,4.0,Yes,No entity-level tax measured by net worth/capital value.,7.9,1.0,No,101.0,0.0,0.0,177.0,14.0,-0.921,,117512.0,118855.0,0.23,42.0,60264.0,176107.0,0.245,34.4,,,,,,,,,,16.0,49.0,1729.0,198.0,0.0,0.0,0.0,3098.0,616.0,2.0,95.0,98.0,108.0,108.0,66.0,1.6,13.3,29.0,13.0,3.4,0.0,81.0,61.0,POINT (6.476274895003822 5.314166250030958)
43300,4843300,"Sherman-Denison, TX",TX,64765.0,5.7,0,None,None,0,0,0,1.94,6.25,8.19,1872.0,13.0,,0.31 - 6.31%,2.7,9000.0,,0.0,1.0,No,"Revised franchise tax, otherwise known as margin tax, on total revenues.",0.0,1.0,No,92.0,0.0,0.0,,,,,140342.0,149365.0,1.25,41.0,52866.0,154963.0,0.216,51.0,Sherman-Denison TX,91.9,92.9,84.2,101.8,84.3,89.8,97.3,1080.0,36.0,86.0,96.0,23.0,0.0,0.0,0.0,6839.0,1022.0,3.0,86.0,91.0,99.0,80.0,57.0,2.5,0.3,52.0,33.0,2.6,0.0,92.0,73.0,POINT (-0.096575372670932 -5.111772654192972)
43340,2243340,"Shreveport-Bossier City, LA",LA,180331.0,7.4,0,None,None,0,0,0,5.07,4.45,9.52,901.0,44.0,No,0.09 - 6.20%,,7700.0,Includes applicable social charge assessments,6.0,3.0,Yes,"$1.50 per $1,000 of first $300,000 and $3.00 per $1,000 of amount which exceeds $300,000 of corporation's issued and outstanding capital stock, surplus, and undivided profits.",8.0,5.0,Yes,92.0,0.0,0.0,1219.0,1046.0,-0.142,75.0,409609.0,408273.0,-0.07,38.0,45165.0,165066.0,0.245,58.5,Shreveport-Bossier City LA,91.8,98.5,80.6,88.4,93.3,99.7,97.5,943.0,169.0,553.0,1070.0,577.0,0.0,0.0,472.0,25412.0,3442.0,7.0,84.0,94.0,90.0,64.0,63.0,4.5,0.2,57.0,34.0,3.4,0.0,93.0,72.0,POINT (2.356198302448183 -6.281058735769014)
43420,0443420,"Sierra Vista-Douglas, AZ",AZ,51649.0,5.8,0,None,None,0,0,0,2.8,5.6,8.4,1099.0,34.0,No,0.05 - 12.85%,2.0,7000.0,,4.5,4.0,Yes,No entity-level tax measured by net worth/capital value.,4.9,1.0,No,104.0,0.0,0.0,212.0,240.0,0.132,,133203.0,134630.0,0.21,41.0,51978.0,164235.0,0.24,68.7,,,,,,,,,,,,,,,,,10373.0,1733.0,2.0,104.0,110.0,112.0,84.0,87.0,1.1,0.9,60.0,31.0,3.2,0.0,93.0,64.0,POINT (-11.11911230962116 -6.027572120570717)
43580,1943580,"Sioux City, IA-NE-SD",IA,,,0,None,None,0,0,0,0.94,6.0,6.94,1632.0,17.0,No,0.013,0.0,30600.0,26,8.53,9.0,Yes,No entity-level tax measured by net worth/capital value.,12.0,4.0,Yes,91.0,0.0,0.0,327.0,133.0,-0.593,91.0,148777.0,150285.0,0.2,37.0,61136.0,134207.0,0.234,57.8,Sioux City IA,91.4,98.3,75.0,87.1,84.6,113.5,101.6,874.0,17.0,205.0,405.0,1702.0,5.0,0.0,0.0,12971.0,1547.0,6.0,87.0,89.0,106.0,91.0,60.0,0.6,7.1,30.0,10.0,3.3,0.0,85.0,63.0,POINT (0.143268603037797 3.841653334895653)
43620,4643620,"Sioux Falls, SD",SD,157477.0,3.0,0,None,None,0,0,0,1.9,4.5,6.4,1621.0,19.0,,0.00 - 9.35%,,15000.0,Plus 0.55% investment fee,0.0,1.0,No,No entity-level tax measured by net worth/capital value.,0.0,1.0,No,88.0,0.0,0.0,1380.0,1288.0,-0.067,63.0,277969.0,303271.0,1.76,36.0,63542.0,202118.0,0.344,35.6,,,,,,,,,,122.0,337.0,882.0,683.0,37.0,0.0,0.0,7902.0,1776.0,7.0,82.0,82.0,99.0,70.0,68.0,0.5,6.6,27.0,7.0,3.3,0.0,84.0,63.0,POINT (-0.251087654202717 4.834043143435165)
43780,1843780,"South Bend-Mishawaka, IN-MI",IN,,,0,None,None,0,0,0,0.0,7.0,7.0,1041.0,35.0,No,0.50 - 7.40%,,9500.0,,3.23,1.0,No,No entity-level tax measured by net worth/capital value.,5.5,1.0,No,94.0,0.0,0.0,419.0,322.0,-0.232,78.0,328113.0,332657.0,0.28,39.0,53469.0,146140.0,0.292,48.6,South Bend IN,93.7,91.8,86.6,92.6,93.2,96.7,100.1,972.0,505.0,1172.0,3847.0,1216.0,1907.0,553.0,0.0,26330.0,6544.0,13.0,87.0,93.0,89.0,102.0,63.0,2.5,20.9,31.0,17.0,4.0,0.0,82.0,61.0,POINT (7.754122938171765 3.475959781932779)
43900,4543900,"Spartanburg, SC",SC,167387.0,5.4,1,Greenville/Spartanburg,GSP,18,0,18,1.46,6.0,7.46,1201.0,32.0,No,0.06 - 5.46%,0.55,14000.0,Includes solvency surcharge and 0.06% contingency assessment,7.0,6.0,Yes,"1 mill on the total capital and paid-in surplus plus $15, but no less than $25.",5.0,1.0,No,95.0,0.0,0.0,2685.0,2596.0,-0.033,,332410.0,356350.0,1.4,40.0,54724.0,149452.0,0.252,52.3,Spartanburg SC,92.5,100.0,76.4,96.2,94.7,108.6,98.7,1114.0,183.0,627.0,1040.0,1188.0,0.0,0.0,0.0,19462.0,2879.0,9.0,83.0,98.0,80.0,87.0,54.0,4.1,1.3,53.0,29.0,4.0,0.0,91.0,68.0,POINT (11.8110716012413 -2.966758032889542)
44060,5344060,"Spokane-Spokane Valley, WA",WA,268955.0,6.9,1,Spokane,GEG,16,0,16,2.71,6.5,9.21,1498.0,26.0,,0.13 - 7.73%,,52700.0,Includes employment administrative fund and social cost surtaxes,0.0,1.0,No,No entity-level tax measured by net worth/capital value.,0.0,1.0,No,96.0,0.0,1.0,1944.0,1883.0,-0.031,,586993.0,623591.0,1.22,39.0,57478.0,276944.0,0.316,32.9,Spokane WA,106.5,100.5,100.8,100.6,110.1,119.3,112.5,979.0,347.0,1345.0,3271.0,1736.0,1215.0,341.0,0.0,52502.0,8235.0,9.0,91.0,96.0,96.0,89.0,74.0,2.3,14.3,34.0,22.0,1.1,0.0,85.0,52.0,POINT (-14.01321129444422 11.00136917739546)
44100,1744100,"Springfield, IL",IL,100275.0,7.6,0,None,None,0,0,0,2.83,6.25,9.08,2239.0,8.0,Yes,0.43 - 6.88%,,12740.0,Includes 0.425% fund-building surtax,4.95,1.0,No,"""Initial tax: .15% ($1.50 per $1,000) of paid in capital Annual tax: .10% ($1.00 per $1,000) of paid in capital.""",9.5,1.0,No,100.0,0.0,0.0,193.0,67.0,-0.653,,208885.0,206344.0,-0.24,41.0,63774.0,153256.0,0.35,34.6,,,,,,,,,,50.0,202.0,937.0,122.0,0.0,0.0,0.0,16006.0,2106.0,3.0,81.0,96.0,79.0,92.0,45.0,1.8,6.4,35.0,19.0,3.9,0.0,86.0,65.0,POINT (5.256287028358798 1.297761775925484)
78100,,"Springfield, MA",MA,361010.0,8.5,0,None,None,0,0,0,0.0,6.25,6.25,2434.0,6.0,Yes,0.94 - 14.37%,2.42,15000.0,Plus 0.58% solvency assessment and 0.056% workforce training fund surcharge,5.0,1.0,No,"Taxable net worth or tangible property is part of overall excise tax calculation that is based on the greater of the net worth or tangible property basis plus the income tax basis, or the minimum tax.",8.0,1.0,No,118.0,2.0,2.0,492.0,36.0,-0.927,,713345.0,718935.0,0.16,40.0,58425.0,248215.0,0.348,59.5,,,,,,,,,,1091.0,4118.0,7594.0,4440.0,3292.0,392.0,0.0,86278.0,19765.0,25.0,120.0,125.0,160.0,97.0,67.0,3.6,15.2,31.0,13.0,4.3,0.0,80.0,58.0,POINT (17.448435 5.784072)
44180,2944180,"Springfield, MO",MO,237065.0,4.2,0,None,None,0,0,0,3.96,4.23,8.18,1039.0,36.0,Yes,0.00 - 9.45%,2.38,11500.0,,5.4,9.0,Yes,No entity-level tax measured by net worth/capital value.,4.0,1.0,No,99.0,1.0,1.0,1333.0,720.0,-0.46,,476490.0,498699.0,0.92,38.0,46506.0,162899.0,0.288,22.9,Springfield MO,88.6,101.5,72.4,86.6,89.3,101.2,94.9,998.0,444.0,1479.0,5739.0,4570.0,186.0,0.0,0.0,56696.0,9541.0,16.0,91.0,96.0,113.0,75.0,58.0,2.3,4.6,43.0,20.0,3.8,0.0,88.0,66.0,POINT (2.685407405480999 -1.31980081635557)
44220,3944220,"Springfield, OH",OH,62178.0,5.8,0,None,None,0,0,0,1.42,5.75,7.17,1316.0,30.0,,0.30 - 9.40%,2.7,9000.0,,4.8,5.0,Yes,No entity-level tax measured by net worth/capital value.,0.0,1.0,No,98.0,0.0,0.0,68.0,70.0,0.029,,135507.0,132963.0,-0.38,42.0,50609.0,118575.0,0.202,32.7,,,,,,,,,,73.0,154.0,183.0,125.0,0.0,0.0,0.0,10369.0,988.0,4.0,84.0,84.0,113.0,104.0,43.0,,,,,,,,,POINT (9.722212170765102 1.822403720524485)
41060,2741060,"St. Cloud, MN",MN,109840.0,5.6,0,None,None,0,0,0,0.58,6.88,7.46,1599.0,21.0,No,0.20 -9.10%,,35000.0,Includes 0.1% Workforce Development Assessment,9.85,4.0,Yes,No entity-level tax measured by net worth/capital value.,9.8,1.0,No,104.0,0.0,0.0,532.0,5.0,-0.991,59.0,207111.0,217206.0,0.96,36.0,59293.0,213955.0,0.286,30.6,St. Cloud MN,101.3,111.0,83.0,99.8,98.7,118.1,110.8,1047.0,353.0,1103.0,3870.0,2126.0,597.0,0.0,0.0,33122.0,5753.0,9.0,95.0,104.0,104.0,105.0,60.0,0.7,9.1,21.0,2.0,3.6,0.0,82.0,60.0,POINT (1.533280685735608 6.918891948415904)
41100,4941100,"St. George, UT",UT,80201.0,3.9,0,None,None,0,0,0,1.08,6.1,7.18,1037.0,37.0,Yes,0.10 - 7.10%,,36600.0,Includes 0.1% social cost factor,4.95,1.0,No,No entity-level tax measured by net worth/capital value.,4.95,1.0,No,98.0,0.0,1.0,2351.0,1781.0,-0.242,,187534.0,214836.0,2.76,34.0,57538.0,336154.0,0.297,43.0,St. George UT,100.6,100.5,101.0,102.2,106.3,87.6,100.1,1165.0,0.0,376.0,1044.0,505.0,80.0,0.0,0.0,12439.0,1742.0,2.0,90.0,101.0,83.0,94.0,70.0,1.5,3.1,51.0,26.0,0.9,0.0,97.0,64.0,POINT (-13.25191144561983 -0.16834412166621)
41140,2041140,"St. Joseph, MO-KS",MO,,,0,None,None,0,0,0,3.96,4.23,8.18,1039.0,36.0,Yes,0.00 - 9.45%,2.38,11500.0,,5.4,9.0,Yes,No entity-level tax measured by net worth/capital value.,4.0,1.0,No,99.0,0.0,0.0,85.0,0.0,-1.0,,127678.0,127586.0,-0.01,39.0,53289.0,140980.0,0.217,32.3,,,,,,,,,,64.0,246.0,656.0,545.0,0.0,0.0,0.0,11387.0,1180.0,4.0,89.0,106.0,89.0,77.0,54.0,0.9,5.0,35.0,17.0,4.4,0.0,87.0,67.0,POINT (1.389041119285122 1.149282229129261)
41180,1741180,"St. Louis, MO-IL",MO,,,1,St. Louis,STL,64,4,68,3.96,4.23,8.18,1039.0,36.0,Yes,0.00 - 9.45%,2.38,11500.0,,5.4,9.0,Yes,No entity-level tax measured by net worth/capital value.,4.0,1.0,No,99.0,8.0,14.0,5242.0,5208.0,-0.006,100.0,2861504.0,2899571.0,0.26,40.0,63199.0,191260.0,0.352,44.2,St. Louis MO-IL,88.0,101.5,71.3,96.5,89.4,89.1,93.0,887.0,1266.0,4952.0,25888.0,9350.0,3919.0,1266.0,1248.0,211365.0,35681.0,53.0,92.0,102.0,86.0,79.0,80.0,2.3,4.3,39.0,21.0,4.1,0.0,88.0,67.0,POINT (4.825887661945917 0.16382573894248)
